song_id,artist_name,album_name,track_name,popularity_count
21964,Future Islands,Singles,Doves,1
21965,Jenny Lewis,The Voyager,She's Not Me,1
21966,Wet,Wet,You're the Best - EP Version,2
21967,Absofacto,Kiko - EP,80844264@81 (Love Song),1
21968,Sufjan Stevens,Illinois,Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,1
21969,Who Is Fancy,Goodbye,Goodbye,1
21970,Jeremy Loops,Trading Change,Skinny Blues,1
21971,Florence + The Machine,"How Big, How Blue, How Beautiful","How Big, How Blue, How Beautiful",1
21972,Bombay Bicycle Club,"So Long, See You Tomorrow",Luna,2
21973,The Flaming Lips,Yoshimi Battles The Pink Robots,In The Morning Of The Magicians,1
21974,Vacationer,Relief,The Wild Life,3
21975,Freelance Whales,Diluvia,Follow Through,1
21976,Bombay Bicycle Club,A Different Kind Of Fix,Shuffle,2
21977,Bombay Bicycle Club,A Different Kind Of Fix,"Lights Out, Words Gone",1
21978,Bombay Bicycle Club,"So Long, See You Tomorrow","So Long, See You Tomorrow",1
21979,Ron Pope,Whatever It Takes,A Drop In the Ocean,2
21980,Mumford & Sons,Babel,Lovers' Eyes,1
21981,Helen Jane Long,Intervention,The Aviators (Extended Version),1
21982,Alexi Murdoch,Time Without Consequence,All My Days,1
21983,Coldplay,X & Y,Til Kingdom Come,2
21984,Yellowcard,Ocean Avenue,Only One,1
21985,Jimmy LaFave,Texoma,Never Is a Moment,1
21986,Slim Thug,Boss Of All Bosses,Thug,1
21987,Slim Thug,Boss Life,Boss Life,1
21988,Slim Thug,Boss Of All Bosses,"Welcome 2 Houston - Feat. Chamillioniare, Paul Wall, Mike Jones, Ugk, Lil Keke, Z-ro, Trae, Rob G, Lil O, Big Pokey, Mike D & Yung Redd",1
21989,Mike Jones,Who Is Mike Jones?,Still Tippin' - feat. Slim Thug And Paul Wall Amended Version,1
21990,Slim Thug,"Hogg Life, Vol. 3: Hustler of the Year",Outta Prison,1
21991,Mike Jones,The American Dream,My 64 (feat. Bun B & Snoop Dogg) - featuring Bun B And Snoop Dogg Explicit Version,2
21992,Slim Thug,"Hogg Life, Vol. 3: Hustler of the Year",Nevermind Me,1
21993,Rick Ross,Stay Schemin,Stay Schemin,3
21994,Slim Thug,Boss Of All Bosses,Smile,1
21995,Slim Thug,"Hogg Life, Vol. 3: Hustler of the Year",In the Club,1
21996,Three 6 Mafia,Most Known Unknown (Explicit),Stay Fly - Explicit Album Version,2
21997,Paul Wall,The Peoples Champ,Sittin' Sidewayz (feat. Big Pokey) - Featuring Big Pokey Explicit Album Version,1
21998,David Banner,Mississippi: The Album,Like A Pimp,2
21999,Jeezy,Church In These Streets,Gold Bottles,1
22000,Slim Thug,"Hogg Life, Vol. 2: Still Surviving",Flipping on 4's,1
22001,Slim Thug,"Hogg Life, Vol. 3: Hustler of the Year",Get It In,1
22002,DJ Khaled,We The Best,I'm So Hood,1
22003,Slim Thug,Hogg Life: The Beginning,5K1,1
22004,Gucci Mane,Trap House 3,Trap House 3 (feat. Rick Ross),3
22005,Slim Thug,"Hogg Life, Vol. 2: Still Surviving",On Top,1
22006,Rich Boy,Rich Boy,Throw Some D's,1
22007,Gucci Mane,Chicken Talk,Swing My Door,2
22008,Akwid,E.S.L.,Qué Quiere La Nena ?,1
22009,South Park Mexican,Never Change,I Must Be High,1
22010,Gucci Mane,Everybody Looking,No Sleep - Intro,1
22011,Cartel De Santa,Viejo Marihuano,Culón Culito,1
22012,Ingrid Michaelson,Human Again,Keep Warm,1
22013,Ingrid Michaelson,Everybody,Men Of Snow,1
22014,Ingrid Michaelson,Snowfall,Snowfall,1
22015,A Fine Frenzy,Live in 2007,The Minnow & The Trout (Live),1
22016,The Avett Brothers,The Carpenter,February Seven,1
22017,The Hunts,Those Younger Days,Douse The Flame,1
22018,The Head and the Heart,The Head And The Heart,Winter Song,2
22019,Passenger,Divers & Submarines,Crows In Snow,1
22020,Matt Pond PA,Winter Songs EP,Holiday Road,1
22021,Karen O And The Kids,Where the Wild Things Are Motion Picture Soundtrack: Original Songs by Karen O and The Kids,Food Is Still Hot,1
22022,Karen O And The Kids,Where the Wild Things Are Motion Picture Soundtrack: Original Songs by Karen O and The Kids,Worried Shoes,1
22023,Roo Panes,Little Giant,Home From Home,1
22024,She & Him,Volume Two,Me And You,1
22025,She & Him,Volume Two,Brand New Shoes,1
22026,Florence + The Machine,"How Big, How Blue, How Beautiful",St Jude,1
22027,Tom Rosenthal,Who's That in the Fog?,As Luck Would Have It,1
22028,The Dodos,Visiter,Winter,1
22029,The Smiths,Louder Than Bombs,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",2
22030,Feist,The Twilight Saga: Breaking Dawn - Part 2,Fire In The Water,1
22031,Regina Spektor,What We Saw From The Cheap Seats,Jessica,1
22032,Fialta,Summer Winter,Summer Winter,1
22033,Robert Schwartzman,Musica Inspirata Dal Film Palo Alto,It's You,1
22034,Karen O,The Moon Song (Music From And Inspired By The Motion Picture Her) - Single,The Moon Song - Studio Version Duet,1
22035,John Lennon,Imagine,Imagine - 2010 - Remaster,3
22036,Roar,I Can't Handle Change,Just A Fan,1
22037,The 1975,The 1975,M.O.N.E.Y.,1
22038,Cage The Elephant,Tell Me I'm Pretty,How Are You True,1
22039,Two Door Cinema Club,Tourist History,I Can Talk,1
22040,The Beatles,The Beatles,While My Guitar Gently Weeps - Remastered,3
22041,Bring Me The Horizon,That's The Spirit,Drown - New,1
22042,Red Hot Chili Peppers,The Getaway,The Getaway,1
22043,Marilyn Manson,Holy Wood,Coma Black,1
22044,Aaron Lewis,The Road,Granddaddy's Gun,1
22045,Luke Bryan,Light It Up,Light It Up,1
22046,Luke Bryan,Kill The Lights,Fast,1
22047,Brantley Gilbert,Just As I Am,Bottoms Up,6
22048,Colt Ford,Ride Through the Country (Revisited),Dirt Road Anthem (feat. Brantley Gilbert),2
22049,Zac Brown Band,Welcome Home,My Old Man,2
22050,Justin Moore,Justin Moore,Small Town USA,4
22051,Justin Moore,Justin Moore,Backwoods,6
22052,Billy Currington,Little Bit Of Everything,No One Has Eyes Like You,1
22053,Thompson Square,Thompson Square,Are You Gonna Kiss Me Or Not,3
22054,Stick Figure,Burial Ground,Coming Home,1
22055,Stick Figure,Smoke Stack,Livin' It,1
22056,Stick Figure,Burial Ground,Breathe,1
22057,Stick Figure,Burial Ground,Weight of Sound (feat. TJ O'Neill),3
22058,Stick Figure,Smoke Stack,Hawaii Song,2
22059,Stick Figure,Burial Ground,Women of the Night (feat. Half Pint),1
22060,Christopher Martin,Heart and Soul Riddim,Girl Friends,1
22061,Christopher Martin,"#SaveReggae, Vol. 2",Mi Friend Dem,1
22062,Chris Martin,Pleasure Riddim,My Ex-Girl,1
22063,Christopher Martin,Love Salute Riddim,You Hold Me,1
22064,The Expendables,Gettin' Filthy,Let Her Go,1
22065,Pepper,Kona Gold,Ashes (Live),1
22066,Pepper,Kona Gold,Bring Me Along (Live),1
22067,Pepper,Kona Town,Give It Up,1
22068,Pepper,No Shame,Green Hell,1
22069,Ballyhoo!,Daydreams,Sandcastles,1
22070,SOJA,Peace in a Time of War,True Love,1
22071,The Holdup,Consequence,Tomorrow Will Be Better,1
22072,The Holdup,Consequence,Sativa,1
22073,The Holdup,Consequence,Honest (feat. James Melo),1
22074,The Holdup,Consequence,Can't Feel a Thing,1
22075,The Holdup,Confidence,Summertime Baby,1
22076,The Holdup,Confidence,Back Then,1
22077,The Holdup,Consequence,We Party,1
22078,The Holdup,Confidence,Drunk Texting,1
22079,The Holdup,Still Gold,The Girls (feat. Weege),1
22080,Stephen Marley,Revelation Part 1: The Root Of Life,Old Slaves,1
22081,Stephen Marley,Revelation Part 1: The Root Of Life,Made In Africa,1
22082,Stephen Marley,Mind Control,Mind Control - Main,1
22083,Stephen Marley,Mind Control,Inna Di Red - Main,1
22084,Stephen Marley,Mind Control,Fed Up - Main,1
22085,UB40,Red Red Wine - The Essential UB40,Light My Fire,1
22086,UB40,Unplugged,Bring Me Your Cup - Edit,1
22087,UB40,Promises And Lies,(I Can't Help) Falling in Love With You,1
22088,SOJA,Strength To Survive,Let You Go,1
22089,SOJA,Strength To Survive,When We Were Younger,3
22090,One Drop,Mission Blvd.,She's Gone,1
22091,Sashamon,One Day Maybe,Rainbow,2
22092,Iration,Time Bomb,Let Me Inside,2
22093,Iration,Time Bomb,You Don't Know,1
22094,Iration,Time Bomb,Turn Around,1
22095,Sashamon,One Day Maybe,Necta (Butterfly),1
22096,Passafire,Start From Scratch,Winter Wren,1
22097,Passafire,Start From Scratch,Train Wreck,1
22098,Slightly Stoopid,Everything You Need,Collie Man,4
22099,Rootdown,Rootdown Ep,Don't Walk Away,1
22100,Passafire,Submersible,Submersible,1
22101,Passafire,Start From Scratch,Start From Scratch,1
22102,State Radio,Let It Go,Bohemian Grove,1
22103,State Radio,Us Against The Crown,Indian Moon,1
22104,State Radio,Us Against The Crown,Camilo,1
22105,State Radio,Peace Between Nations - EP,Keepsake,1
22106,One Drop,Mission Blvd.,No Good Reason,1
22107,SOJA,Born In Babylon,Here I Am,1
22108,One Drop,Mission Blvd.,Little Black Dress,2
22109,Radical Something,No Sweat,Valentine,1
22110,Radical Something,Ride It Out,We Were Just Kids,1
22111,Radical Something,We Are Nothing,Lookin' For Love,1
22112,Radical Something,We Are Nothing,Long Hair Don't Care,1
22113,Radical Something,No Sweat,Say Yes,1
22114,The Holdup,Consequence,I Don't Love You Yet,1
22115,The Expendables,The Expendables,One More Night,1
22116,The Expendables,The Expendables,Keep Up,1
22117,The Expendables,The Expendables,STD,1
22118,The Expendables,The Expendables,Take A Ticket,1
22119,The Expendables,The Expendables,Paper Chains,2
22120,The Expendables,The Expendables,Sacrifice (Reprise),1
22121,The Expendables,The Expendables,Swampy,1
22122,The Expendables,The Expendables,War Cry,1
22123,The Expendables,The Expendables,Let Loose,2
22124,The Expendables,The Expendables,Not Gonna Fade,1
22125,The Expendables,The Expendables,Nasty,1
22126,The Expendables,The Expendables,Burning Up (Reborn),1
22127,Tomorrows Bad Seeds,The Great Escape,Los Angeles,1
22128,Three Legged Fox,Always Anyway,Half Filled Boxes,1
22129,The Expendables,Gone Soft,Ryan's Song (Acoustic),1
22130,The Expendables,Prove It,No Higher Ground,1
22131,The Expendables,Prove It,Come Get High,1
22132,The Expendables,Gone Soft,One Drop (Acoustic),1
22133,The Expendables,Prove It,Trying To Focus,1
22134,The Expendables,Gone Soft,Paper Chains (Acoustic),1
22135,Stick Figure,Burial Ground,Heartland,1
22136,Matisyahu,Spark Seeker,Crossroads - feat. J. Ralph,1
22137,Matisyahu,Akeda,Black Heart,1
22138,Radical Something,Ride It Out,Pure,1
22139,Radical Something,Ride It Out,Long Way Home,1
22140,Clear Conscience,What's Inside Counts,Island Feeling,1
22141,The Expendables,Prove It,Get What I Need,1
22142,Matisyahu,Akeda,Star On The Rise,1
22143,Matisyahu,Akeda,Built To Survive,1
22144,Matisyahu,Youth (Best Buy Version),Jerusalem,1
22145,Matisyahu,Spark Seeker,Live Like A Warrior - Acoustic Sessions,1
22146,Matisyahu,Akeda,Watch The Walls Melt Down,1
22147,Matisyahu,Akeda,Champion,1
22148,Xavier Rudd,Spirit Bird,Spirit Bird,1
22149,Iration,Automatic,Go That Road,1
22150,Tiken Jah Fakoly,Dernier Appel,Dernier appel,1
22151,Tiken Jah Fakoly,African Revolution,Vieux père,1
22152,Tiken Jah Fakoly,African Revolution,Marley Foly,1
22153,Tiken Jah Fakoly,African Revolution,Political War,1
22154,Tiken Jah Fakoly,African Revolution,Je dis non !,1
22155,Alpha Blondy,Jah Victory,Wish You Were Here,1
22156,The Holdup,Consequence,Bad Boy,1
22157,The Holdup,Girls Love Toast - Single,Girls Love Toast,1
22158,SOJA,Amid the Noise and Haste,Better,1
22159,SOJA,Amid the Noise and Haste,Talking to Myself,1
22160,SOJA,Peace in a Time of War,The End,1
22161,SOJA,Amid the Noise and Haste,Like it Used to - feat. Mala Rodriguez,1
22162,Jah Cure,The Cure,That Girl,1
22163,Jah Cure,World Cry,Unconditional Love,1
22164,Jah Cure,True Reflections...A New Beginning,To Your Arms With Love,1
22165,Fantan Mojah,Think Twice Riddim,Rasta Got Soul,1
22166,Collie Buddz,Blue Dreamz,Like Yuh Miss Me,1
22167,Jah Cure,The Cure,All Of Me,1
22168,Jah Cure,Don Corleon Presents: Island Breeze Riddim EP,The Right One,1
22169,Gyptian,Revelations,Cool Youths,1
22170,Grimy Styles,Rewind,Master Kwak,1
22171,Grimy Styles,Rewind,Jr. Kong Pt. 1,1
22172,I-Roy,Heavier Than Lead,Topic Of The Day,1
22173,I-Octane,Hold Her In My Arms,Hold Her In My Arms,1
22174,The Holdup,Wish I,Wish I,1
22175,SOJA,She Still Loves Me (feat. Collie Buddz),She Still Loves Me (feat. Collie Buddz),1
22176,Tanya Stephens,Gangsta Blues,It's A Pity,1
22177,SOJA,Born In Babylon,Thunderstorms,1
22178,SOJA,Amid the Noise and Haste,I Believe - feat. Michael Franti & Nahko,2
22179,Rebelution,Peace of Mind (Deluxe),Meant to Be (feat. Jacob Hemphill of Soja),2
22180,Indubious,Fresh Leaves,Psy-Fi,1
22181,Rootvälta,Homegrown,Beslutsdjungeln,1
22182,Tribal Seeds,Representing,Undercover Lover (feat. Gonzo),1
22183,Tribal Seeds,Representing,Ruined,1
22184,Tribal Seeds,Representing,Fill It Up (feat. Gonzo & New Kingston),1
22185,Tribal Seeds,Representing,Rock the Night (feat. Maad T-Ray),1
22186,Tribal Seeds,Representing,Representing (feat. Vaughn Benjamin),1
22187,The B Foundation,Souvenirs Novelties and Party Tricks,Land Down Under,1
22188,Jon Wayne and The Pain,Surrender,Nooses,1
22189,Bob Marley & The Wailers,Rastaman Vibration,Johnny Was,1
22190,The Movement,Set Sail,Set Sail - Original Mix,1
22191,Tribal Seeds,Representing,Moonlight,1
22192,Stick Figure,Set in Stone,Out the Door,1
22193,Rebelution,Falling into Place,Those Days,2
22194,Rebelution,Falling into Place,Santa Barbara,1
22195,SOJA,Born In Babylon,Decide You're Gone,1
22196,Rebelution,Falling into Place,Know It All,1
22197,Tribal Seeds,The Harvest,Away,1
22198,Rebelution,Falling into Place,Breakdown,1
22199,Matisyahu,Undercurrent,Step Out Into The Light,1
22200,Tribal Seeds,SoundWaves EP,I'll Return Again,1
22201,Tribal Seeds,Representing,Don't Wait,1
22202,Tribal Seeds,The Harvest,Night Raver,1
22203,Tribal Seeds,Tribal Seeds,Island Girl,1
22204,HIRIE,Wandering Soul,Queen,1
22205,Common Kings,Hits & Mrs,Fireman,1
22206,HIRIE,Wandering Soul,Renegade (feat. Nahko),1
22207,Leilani Wolfgramm,Rebel,Rebel,1
22208,Leilani Wolfgramm,Rebel,Sunshine,1
22209,Leilani Wolfgramm,Rebel,Herbivore (feat. Ozzie),1
22210,HIRIE,Wandering Soul,You Won't Be Alone,2
22211,Common Kings,Summer Anthems,Fall In Love,1
22212,Common Kings,Summer Anthems,No Other Love,1
22213,Nesian N.I.N.E.,Press Play,Show Me,1
22214,Common Kings,Hits & Mrs - EP,Guess This Is Love,1
22215,HIRIE,Wandering Soul,Wandering Soul,1
22216,Common Kings,Summer Anthems,Wade In Your Water,2
22217,Matisyahu,Spark Seeker,Fire of Freedom,1
22218,Starlito,I'm Moving to Houston,Yaomingolajuwon,1
22219,Starlito,I'm Moving to Houston,Don't Make That Right,1
22220,Starlito,I'm Moving to Houston,Ain't Want Me to Win,1
22221,Starlito,I'm Moving to Houston,Cashville to Memphis to Houston,1
22222,Starlito,I'm Moving to Houston,I'm Moving to Houston,1
22223,Meek Mill,Dreams and Nightmares,Traumatized,1
22224,Meek Mill,Dreams and Nightmares,Tony Story Pt. 2,1
22225,Young Thug,Barter 6,With That (feat. Duke),2
22226,Young Thug,Barter 6,Just Might Be,1
22227,Ty Dolla $ign,Stand For,Stand For,3
22228,Wiz Khalifa,Blacc Hollywood,Stayin Out All Night,2
22229,Future,DS2,Slave Master,3
22230,Future,DS2,Blood On the Money,3
22231,Don Trip,Godspeed,Losing Streak,1
22232,Don Trip,Godspeed,Medicine,1
22233,Don Trip,Godspeed,Who Am I,1
22234,Beanie Sigel,Feel It In The Air,Feel It In The Air - Radio Edit,1
22235,Skooly,Blacc Jon Gotti,Down,1
22236,Skooly,Blacc Jon Gotti,Simple,1
22237,J. Cole,Born Sinner,Mo Money (Interlude),1
22238,J. Cole,Born Sinner,Rich Niggaz,1
22239,Doe B,Baby Jesus,#IDGAF,1
22240,Don Trip,The Head That Wears the Crown,Responsibilities,1
22241,Don Trip,The Head That Wears the Crown,Yeah,1
22242,Don Trip,The Head That Wears the Crown,Replacement,1
22243,Don Trip,The Head That Wears the Crown,Higher Learning,1
22244,Don Trip,The Head That Wears the Crown,Changing (feat. Singa B),1
22245,Don Trip,The Head That Wears the Crown,Starve (feat. Singa B),1
22246,Don Trip,The Head That Wears the Crown,No Trophies,1
22247,Don Trip,The Head That Wears the Crown,Who,1
22248,Yo Gotti,The Art of Hustle,My City,1
22249,Yo Gotti,The Art of Hustle,The Art of Hustle,1
22250,Yo Gotti,The Art of Hustle,Imagine Dat,1
22251,Yo Gotti,The Art of Hustle,Bank Teller,1
22252,Troy Ave,She Belongs to the Game (feat. Young Lito) - Single,She Belongs to the Game,2
22253,Troy Ave,Free Troy Ave,Chuck Norris,1
22254,Troy Ave,Free Troy Ave,I Love the Game,1
22255,Starlito,Black Sheep Don't Grin,No Rearview TWO,1
22256,Starlito,Theories,Theories,1
22257,Starlito,Theories,The Art Of Regret,1
22258,Wiz Khalifa,Rolling Papers,When I'm Gone,1
22259,Wiz Khalifa,Flight School,Boarding Pass,2
22260,Curren$y,Canal Street Confidential,Bottom of the Bottle (feat. August Alsina & Lil Wayne),3
22261,TeeFLii,Starr,24 Hours,2
22262,Wiz Khalifa,Say Yeah,Say Yeah,1
22263,Starlito,Introversion,TLC,1
22264,Starlito,Introversion,Checkin For Ya,1
22265,Don Trip,Introversion,Don't Do It (Freestyle),1
22266,Skooly,Blacc Jon Gotti,Roccsan,1
22267,Doe B,D.O.A.T. 3 (Definition Of A Trapper) (Deluxe Edition),(Bonus Track) Kemosabe (Original Version),1
22268,Doe B,D.O.A.T. 3 (Definition Of A Trapper) (Deluxe Edition),(Bonus Track) Why (Original Version),1
22269,Beanie Sigel,The Truth,Die,1
22270,Drake,Take Care,Over My Dead Body,2
22271,Tha Joker,The Phenom,Get It Together (feat. Lil Mal),1
22272,O.T. Genasis,Do It (feat. Lil Wayne),Do It (feat. Lil Wayne),1
22273,Yo Gotti,CM2,Shoot Off,1
22274,Yo Gotti,CM2,Meeting Da Plug,1
22275,2 Chainz,COLLEGROVE,100 Joints,2
22276,2 Chainz,COLLEGROVE,Gotta Lotta,1
22277,Lil Scrappy,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,No Problem,3
22278,Pastor Troy,Face Off,Vica Versa,2
22279,Webbie,Savage Life 2,2 Smooth,1
22280,Webbie,Savage Life 2,I'm Hot,1
22281,Webbie,Savage Life 2,Fly As An Eagle (feat. Foxx and Pimp C),1
22282,Webbie,Savage Life 3,Whats Happenin',1
22283,Webbie,Savage Life 2,Ya'll Ain't Makin' No Money,1
22284,Blac Youngsta,I Swear to God,I Swear to God,1
22285,Blac Youngsta,I Swear to God,Shoot Me,1
22286,Blac Youngsta,I Swear to God,Bowbowbow,1
22287,Brian McKnight,Anytime,The Only One For Me,2
22288,Jeezy,Let's Get It: Thug Motivation 101,Standing Ovation,1
22289,Jeezy,Let's Get It: Thug Motivation 101,Last Of A Dying Breed,1
22290,Twista,Kamikaze,Kill Us All,1
22291,Twista,Kamikaze,Pimp On (feat. 8 Ball & Too Short),1
22292,Twista,Kamikaze,Still Feels So Good (feat. Jazze Pha),1
22293,Twista,Kamikaze,Hope (feat. Cee-Lo),1
22294,DJ Lizak,Never Home,Money And The Power Up,2
22295,Webbie,Savage Life 3,What You Want,1
22296,Yo Gotti,January 10th,Real Shit,1
22297,Yo Gotti,January 10th,Real Niggas,1
22298,The Isley Brothers,Showdown,"Groove with You, Pts. 1 & 2",1
22299,The Isley Brothers,Baby Makin' Music,Just Came Here To Chill,1
22300,Yo Gotti,CM8: Any Hood America,Designer Party,1
22301,Yo Gotti,Cocaine Muzik 4: Gangsta Grillz,Touchdown,1
22302,Rocko,Gift Of Gab (Hosted by DJ Scream),Squares Out Your Circle,1
22303,Young Dro,Da Reality Show,We In Da City,1
22304,Bryson Tiller,T R A P S O U L,Rambo,1
22305,Nipsey Hussle,T M C,ROAD TO RICHES,1
22306,Nipsey Hussle,T M C,RUN A LAP,1
22307,Nipsey Hussle,T M C,THEY KNOW,1
22308,R. Kelly,TP-2.com,The Greatest Sex,1
22309,R. Kelly,TP-2.com,I Wish,1
22310,R. Kelly,TP-2.com,A Woman's Threat,1
22311,R. Kelly,TP-2.com,I Wish - Remix (To the Homies That We Lost),1
22312,R. Kelly,TP-2.com,I Mean (I Don't Mean It),1
22313,R. Kelly,TP-2.com,The Storm Is Over Now,1
22314,R. Kelly,Chocolate Factory,Heart Of A Woman,1
22315,R. Kelly,Chocolate Factory,Forever,1
22316,R. Kelly,Chocolate Factory,Forever More,1
22317,R. Kelly,Chocolate Factory,Imagine That,1
22318,Don Trip,Godspeed,Waiting Room,1
22319,Don Trip,Godspeed,Tomorrow,1
22320,Don Trip,Godspeed,Interlude,1
22321,Don Trip,Godspeed,Day After Tomorrow,1
22322,YG,My Krazy Life,Bompton,2
22323,YG,My Krazy Life,I Just Wanna Party,4
22324,YG,My Krazy Life,Do It To Ya,2
22325,Tru$,Best Of TRU,Swamp Nigga,1
22326,Jeezy,Trap Or Die 3,All There,1
22327,Pimp C,Pimpalation (Limited Edition),Pourin' Up,1
22328,Pimp C,Greatest Hits,Knockin Doors Down,1
22329,Pimp C,Pimpalation (Limited Edition),I Don't F**k Wit U,1
22330,Louis Armstrong,What A Wonderful World,What A Wonderful World - Single Version,2
22331,The Buggles,Video Killed The Radio Star / Kid Dynamo,Video Killed The Radio Star - Single Version,1
22332,Hot Chocolate,Hot Chocolate,You Sexy Thing,2
22333,Ace of Base,The Sign (US Album) [Remastered],The Sign,2
22334,Aneka,Aneka,Japanese Boy,1
22335,Talking Heads,Speaking In Tongues,Burning Down The House - 2005 Remastered Version,1
22336,Brenton Wood,Oogum Boogum,Oogum Boogum Song,1
22337,Elvis Costello,In Motion Pictures,She,1
22338,Daniela Andrade,La Vie En Rose,La Vie En Rose,2
22339,The Beatles,The Beatles,Martha My Dear - Remastered,1
22340,XTC,Skylarking,Dear God - 2001 - Remaster,1
22341,The Smiths,Louder Than Bombs,This Night Has Opened My Eyes - 2011 Remastered Version,1
22342,Fleetwood Mac,Greatest Hits,Hold Me,2
22343,The Honeydrippers,"The Honeydrippers, Vol. 1 [Expanded]",Sea Of Love - 2006 Remastered Version,1
22344,James Carr,You Got My Mind Messed Up,Forgetting You,1
22345,CrossFit Junkies,Crossfit Hip Hop Workout,The Monster (Crossfit + Workout Mix),1
22346,Meek Mill,"MMG Presents: Self Made, Vol. 3","Kilo [feat. French Montana, Yo Gotti & Louie V Gutta]",1
22347,Ace Hood,Blood Sweat & Tears,Hustle Hard,1
22348,Meek Mill,"We Run This, Vol. 5 (mixed by Mr. E of RPS Fam)","Rose Red Remix (feat. T.I., Rick Ross, Vado)",1
22349,Meek Mill,Ima Boss,"Ima Boss - Remix [feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz]",1
22350,Rocko,Gift Of Gab 2 (Deluxe Edition),"U.O.E.N.O. (feat. Rick Ross, Future)",4
22351,Meek Mill,Dreams and Nightmares,Real N***** Come First,1
22352,Meek Mill,House Party (feat. Young Chris),House Party (feat. Young Chris),2
22353,French Montana,Excuse My French,Ain't Worried About Nothin,3
22354,Sage The Gemini,Remember Me,College Drop,2
22355,The Game,Blood Moon: Year Of The Wolf,Bigger Than Me,1
22356,Just Blaze and Baauer,Higher,Higher,1
22357,Tinie Tempah,Demonstration,Trampoline - feat. 2 Chainz,1
22358,Gent & Jawns,All Trap Music,TurnUp,1
22359,Afrojack,Forget The World,The Spark,2
22360,Lil Wyte,No Filter,This Down Here (feat. Jesse Whitley),1
22361,Walt Gabbard,It's in the Blood,Eyes to the Sky,1
22362,Shaman's Harvest,Smokin' Hearts & Broken Guns,Dirty Diana,1
22363,Big Smo,Kuntry Livin',Workin' (feat. Alexander King),1
22364,Luke Combs,The Way She Rides,Let the Moonshine,1
22365,The Cadillac Three,The Cadillac Three,I'm Southern,1
22366,Thompson Square,Trans Am,Trans Am,1
22367,Big Smo,Kuntry Livin',Anything Goes (feat. Alexander King),1
22368,Tab Benoit,Power Of The Pontchartrain,Shelter Me,1
22369,Bubba Sparxxx,Pain Management,Country Folks (feat. Colt Ford & Danny Boone),1
22370,Aaron Watson,The Underdog,Fence Post,1
22371,Cody Jinks,Adobe Sessions,Cast No Stones,1
22372,Junior Gordon,Made in the USA,Afterwife,1
22373,Sam Riggs,Breathless,The Lucky Ones,1
22374,Rob Baird,Wrong Side of the River,Ain't Nobody Got a Hold on Me,1
22375,Tyler Farr,Suffer in Peace,C.O.U.N.T.R.Y.,1
22376,Dierks Bentley,Home,5-1-5-0,8
22377,Logan Mize,Pawn Shop Guitar - EP,El Camino,1
22378,Trace Adkins,Comin' On Strong,Rough And Ready - Single Edit,1
22379,Tim McGraw,Sundown Heaven Town,Keep On Truckin',1
22380,Steven Lee Olsen,Raised by a Good Time,Raised by a Good Time,1
22381,Jake Owen,Easy Does It,Eight Second Ride,4
22382,Jelly Roll,Whiskey Sessions,Sunday Morning,1
22383,The Maverick Mikel Knight,Urban Cowboy (Where the City Meets the Country),Cowboy Way,1
22384,Thomas Rhett,Tangled Up,Anthem,1
22385,Colt Ford,Declaration of Independence (Deluxe Edition),Answer to No One (feat. JJ Lawhorn),1
22386,Sonny Bama,Love and Lost Wages,Lady Karma,1
22387,Toby Keith,The Bus Songs,Wacky Tobaccy,1
22388,Nickelback,Feed the Machine,Coin For The Ferryman,1
22389,Parmalee,27861,Hotdamalama,1
22390,Darius Rucker,When Was The Last Time,For The First Time,1
22391,Big & Rich,Did It For The Party,Did It For The Party,1
22392,Jason Aldean,Spotify Singles,Any Ol' Barstool - Recorded at Spotify Studios NYC,1
22393,Jamey Johnson,That Lonesome Song,That Lonesome Song,1
22394,Ryan Weaver,Burn,Burn,1
22395,(Hed) P.E.,Only In Amerika,Wake Up,1
22396,Lynyrd Skynyrd,Second Helping,Don't Ask Me No Questions,2
22397,Atlas Road Crew,Halfway to Hopkins,Voices,1
22398,2cup Tommy,Zoned Out (feat. Jelly Roll),Zoned Out (feat. Jelly Roll),1
22399,Big B,White Trash Renegade,White Trash Renegade,1
22400,Luke Bryan,Doin' My Thing,Drinkin' Beer And Wastin' Bullets,1
22401,Brantley Gilbert,The Devil Don't Sleep,The Devil Don't Sleep,1
22402,Justin Moore,Kinda Don't Care,More Middle Fingers,1
22403,Moonshine Bandits,Blacked Out,"Outback (Extended Remix) [feat. The Lacs, Redneck Souljers, Bubba Sparxxx, Demun Jones, Durwood Black, D. Thrash, Moccasin Creek & Lenny Cooper]",1
22404,Jawga Boyz,Hick Hop 101,Redneck Dirt Road Riders,1
22405,The Weeknd,Trilogy,Next,1
22406,Wale,Ambition,That Way - feat. Jeremih & Rick Ross,1
22407,House Party,Party,Squad or Nah (feat. Fetty Wap),1
22408,Pouya,Underground Underdog,"But Wait, There's More (feat. $uicideBoy$)",1
22409,MadeinTYO,You Are Forgiven,I Want (feat. 2 Chainz),4
22410,DJ Mustard,Don't Hurt Me,Don't Hurt Me,2
22411,Mike WiLL Made-It,Ransom 2,Nothing Is Promised (with Rihanna),4
